sheet_thickness,blank_holder_force,stamping_speed,friction_coeff,die_gap,crack,wrinkle,springback
0.9059829059829062,0.6529571719918423,0.9487554904831625,0.9746192893401014,0.17721518987341756,0.0,1.0,1.0
0.923076923076923,0.541128484024473,0.08199121522693997,0.8274111675126904,0.8354430379746833,0.0,1.0,1.0
0.7777777777777778,0.2273963290278722,0.0014641288433381305,0.9441624365482234,0.5822784810126582,1.0,0.0,0.0
0.1367521367521367,0.2515295717199184,1.0,0.6954314720812182,0.5316455696202531,1.0,0.0,0.0
0.1367521367521367,0.8283480625424879,0.5146412884333822,0.4365482233502539,0.10126582278481,1.0,0.0,0.0
0.11965811965811957,0.36981645139360975,0.8975109809663249,0.09644670050761417,0.5949367088607593,1.0,0.0,1.0
0.6495726495726496,0.6716519374575118,0.6120058565153732,0.7563451776649747,0.4303797468354429,0.0,0.0,0.0
0.19658119658119655,0.6165873555404486,0.6998535871156661,0.2741116751269035,0.9113924050632911,1.0,1.0,1.0
0.7863247863247863,0.7352141400407886,0.4048316251830162,0.06598984771573607,0.12658227848101267,1.0,1.0,1.0
0.17948717948717952,0.5975526852481305,0.5907759882869692,0.08121827411167515,0.860759493670886,1.0,1.0,1.0
0.17948717948717952,0.9564921821889869,0.15885797950219616,0.06091370558375636,0.45569620253164533,1.0,0.0,1.0
0.15384615384615385,0.43031951053704964,0.9370424597364568,0.3807106598984772,0.8987341772151898,1.0,1.0,1.0
0.717948717948718,0.5156356220258327,0.8594436310395315,0.06091370558375636,0.8860759493670884,1.0,1.0,1.0
0.05982905982905984,0.9112848402447316,0.2723279648609077,0.36548223350253806,0.0,1.0,0.0,0.0
0.29059829059829057,0.9857239972807614,0.08491947291361635,0.2741116751269035,0.9873417721518989,1.0,1.0,1.0
0.10256410256410253,0.8609789259007479,0.08565153733528552,0.1116751269035533,0.25316455696202533,1.0,0.0,1.0
0.05982905982905984,0.14276002719238612,0.8740849194729137,0.36548223350253806,0.9367088607594936,1.0,1.0,1.0
0.5128205128205127,0.36981645139360975,0.4297218155197655,0.5837563451776651,0.31645569620253156,0.0,0.0,0.0
0.9658119658119658,0.49388171312032636,0.9216691068814056,0.7766497461928933,0.860759493670886,0.0,1.0,1.0
0.8290598290598291,0.6403806934058462,0.972181551976574,0.09137055837563457,0.5569620253164556,1.0,1.0,1.0
0.16239316239316237,0.23929299796057102,0.8155197657393851,0.41116751269035534,0.4050632911392402,1.0,0.0,0.0
0.06837606837606836,0.5350101971447994,0.8001464128843339,0.3451776649746192,0.5189873417721518,1.0,0.0,0.0
0.3931623931623932,0.34262406526172673,0.0380673499267935,0.7918781725888325,0.9493670886075949,0.0,1.0,1.0
0.9829059829059829,0.6859279401767504,0.01683748169838939,0.31472081218274117,0.8101265822784809,0.0,1.0,1.0
0.008547008547008517,0.4204622705642419,0.2869692532942899,0.09137055837563457,0.4430379746835442,1.0,0.0,1.0
0.3076923076923076,0.6801495581237254,0.8038067349926794,0.8629441624365483,0.36708860759493667,0.0,0.0,0.0
0.3162393162393161,0.09041468388851115,0.1625183016105417,0.7461928934010152,0.481012658227848,0.0,1.0,0.0
0.8205128205128206,0.24167233174711078,0.4992679355783307,0.934010152284264,0.012658227848101111,0.0,1.0,1.0
0.28205128205128194,0.25798776342624063,0.7298682284040994,0.05076142131979694,0.6075949367088607,1.0,0.0,1.0
0.435897435897436,0.3657375934738274,0.5695461200585652,0.817258883248731,0.9746835443037973,0.0,1.0,1.0
0.19658119658119655,0.3891910265125764,0.20644216691068806,0.3248730964467005,0.240506329113924,1.0,0.0,0.0
0.06837606837606836,0.6383412644459552,0.6266471449487554,0.9695431472081218,0.139240506329114,1.0,0.0,0.0
0.888888888888889,0.7314751869476546,0.643484626647145,1.0,0.46835443037974667,0.0,1.0,1.0
0.8974358974358975,0.03636981645139348,0.27891654465592963,0.9086294416243655,0.05063291139240511,0.0,1.0,0.0
0.042735042735042694,0.27906186267845,0.28623718887262073,0.8071065989847716,0.721518987341772,1.0,0.0,1.0
0.7863247863247863,0.08973487423521409,0.4355783308931185,0.1370558375634518,0.5189873417721518,1.0,1.0,1.0
0.11111111111111105,0.5543847722637663,0.34992679355783307,0.7766497461928933,0.5063291139240504,1.0,0.0,0.0
0.717948717948718,0.34058463630183544,0.8418740849194728,0.07614213197969544,0.8734177215189873,1.0,1.0,1.0
0.5982905982905983,0.04724677090414686,0.3535871156661786,0.7512690355329951,0.9493670886075949,0.0,1.0,1.0
0.29059829059829057,0.8052345343303873,0.5007320644216691,0.0,0.12658227848101267,1.0,0.0,1.0
0.11111111111111105,0.7902787219578518,0.2415812591508052,0.07106598984771573,0.620253164556962,1.0,0.0,1.0
0.03418803418803418,0.9500339904826649,0.6237188872620789,0.6751269035532995,0.4430379746835442,1.0,0.0,0.0
0.3760683760683762,0.818150917743032,0.9494875549048316,0.3857868020304569,0.620253164556962,1.0,0.0,0.0
0.0,0.9129843643779743,0.010980966325036534,0.6192893401015228,0.5443037974683544,1.0,0.0,0.0
0.9829059829059829,1.0,0.5095168374816983,0.3350253807106599,0.03797468354430378,1.0,1.0,1.0
0.735042735042735,0.35112168592794013,0.698389458272328,0.700507614213198,0.39240506329113933,0.0,0.0,1.0
0.3589743589743589,0.889530931339225,0.6383601756954611,0.4923857868020304,0.6708860759493671,1.0,0.0,1.0
0.17948717948717952,0.01971447994561526,0.5856515373352855,0.5532994923857868,0.16455696202531644,1.0,1.0,0.0
0.7264957264957265,0.7005438477226378,0.7620790629575402,0.5583756345177665,0.7848101265822782,0.0,1.0,1.0
0.3589743589743589,0.8993881713120326,0.1456808199121522,0.7055837563451777,0.7468354430379744,1.0,0.0,1.0
0.923076923076923,0.2654656696125084,0.39385065885797954,0.964467005076142,0.6329113924050633,0.0,1.0,1.0
0.44444444444444453,0.7375934738273282,0.8008784773060029,0.7563451776649747,0.139240506329114,0.0,0.0,0.0
0.7435897435897435,0.0982324949014276,0.5534407027818447,0.9898477157360407,0.379746835443038,0.0,1.0,1.0
0.36752136752136744,0.3018354860639021,0.5168374816983894,0.8781725888324873,0.8101265822784809,0.0,1.0,1.0
